hour_ts,co2_ppm_mean,co2_ppm_std,co2_ppm_min,co2_ppm_max,pm25_ugm3_mean,pm25_ugm3_std,pm25_ugm3_min,pm25_ugm3_max,temp_c_mean,temp_c_std,rh_pct_mean,rh_pct_std
2025-10-13 11:00:00+00:00,441.3279724002736,5.096392687126969,350.0,447.40115504220347,14.982142857142858,4.397459795779329,9,47,24.377579365079363,3.8482540118878226,61.80555555555556,9.78180894169671
2025-10-13 12:00:00+00:00,448.4506885828521,0.6996890270990469,447.40115504220347,448.8005330964016,13.25,1.4999999999999998,12,15,19.25,12.83445882510569,45.75,30.5
